amount,benefit,description_1,description_2,format,link,name,price,property_1,property_2,property_3,property_4,property_5,raters,rating,temperature,time
"2,5g/250ml",amarillo,"las grandes y enrolladas hojas del te amarillo se infusionan formando un hermoso color amarillo dorado. tiene notas suaves y ligeras, con un caracter seco, crujiente y frutal, que nos recuerda a los finos darjeelings de muchos brotes dorados, pero un poco mas delicado. aparte podemos percibir notas florales persistentes.","te amarillo de hunan, china. su escasez lo convierte en uno de los tes mas preciados. su sabor es suave, con un caracter seco y frutoso.",57 gramos,https://adagio.cl/products/dorado-imperial,dorado imperial,8990,antioxidante,,,,,5,5,80 celsius,2-3 min
"2,5g/250ml",,"los beneficios de esta combinacion son multiples: ayuda a reforzar el sistema inmune, ayuda a nivelar el azucar en la sangre y mejorar la digestion, ademas de ser antioxidante y relajante. nuestra mezcla del te masala chai combina el aromatico te negro de sri lanka. en la cultura india, 'masala' significa mezcla de especias y 'chai' es simplemente te. por eso, masala chai literalmente significa te con especias. nuestra interpretacion trata de atenerse a la definicion original, con una fragancia calida y sugerente, un sabor estimulante, no muy picante. ni especiado, y un final en boca vigoroso y aromatico.","te negro, cardamomo, jengibre, clavo de olor, canela y esencia natural de canela.",15 teabags,https://adagio.cl/products/caja-15-masala-chai,caja 15 teabags masala chai,Agotado,energizante,,,,,1,5,100 celsius,5 min
"2,5g/250ml",hierba,"originaria de las regiones tropicales de asia, la flor de guisante de mariposa es conocida por su color azul profundo que sorprende. sus propiedades mezcladas con las del lemongrass y los arandanos hacen de esta infusion un relajante natural y un potente antioxidante que te ayudara a reforzar el sistema inmune, mejorar la memoria y a equilibrar los niveles de azucar en la sangre. experimenta la verdadera magia de esta exotica infusion.","flor de guisante de mariposa, lemongrass y esencia natural de arandanos.",,https://adagio.cl/products/bella-luna,bella luna,Agotado,antioxidante,relajante,sin-cafeina,,,659,4.9,100 celsius,5-10 min
"2,5g/250ml",hierba,"aunque el te de hojas de arabica de la planta del cafe no sabe a cafe, ofrece una infusion herbacea de cuerpo ligero cargada de antioxidantes y niveles mas ligeros de cafeina. combinado con nuestras especias masala chai favoritas, arabica chai produce una infusion ligera pero picante para calentar su corazon y papilas gustativas.","te de hojas de cafe, canela, jengibre, lemongrass, clavo de olor, cilantro, cardamomo, pimienta roja y sabor natural a canela picante y a especias.",43 gramos,https://adagio.cl/products/arabica-chai,arabica chai,5990,antioxidante,,,,,1,5,100 celsius,5-3 min
"2,5g/250ml",,"nuestra mezcla del te masala chai combina el te negro de sri lanka con notas calidas de canela, cardamomo y jengibre. en la cultura india, 'masala' significa mezcla de especias y chai es simplemente te. por eso, masala chai literalmente significa te con especias. nuestra interpretacion trata de atenerse a la definicion original, con una fragancia calida y sugerente, un sabor estimulante (no muy picante ni especiado) y un final en boca vigoroso y aromatico. le puedes anadir azucar, crema o leche de soya si se desea.","te negro, cardamomo, jengibre, clavo de olor, canela y esencia natural de canela.",70 gramos,https://adagio.cl/products/masala-chai-tarro,masala chai tin,6990,energizante,,,,,2,5,100 celsius,5 min
"2,5g/250ml",rooibos,"los exoticos sabores del clasico chai se mezclan con la delicadeza del rooibos y la vainilla para dar vida a una infusion full antioxidante, energizante y con propiedades diureticas y digestivas. atrevete a probar este blend que nos recuerda a los bazares de especias de medio oriente. naturalmente sin cafeina, ideal para cualquier momento.","rooibos, jengibre, canela, clavos de olor, cardamomo, naranja y esencia natural de vainilla",85 gramos,https://adagio.cl/products/rooibos-vainilla-chai,rooibos vainilla chai,5990,relajante,sin-cafeina,,,,9,4.8,100 celsius,5 min
"2,5g/250ml",oolong,"la calida mezcla de te oolong con la mezcla especiada clasica de un 'chai', es un deleite para tus sentidos. rico en antioxidantes, de propiedades digestivas, ayuda a nivelar el azucar en la sangre, reforzar el sistema inmune y acelerar el metabolismo, entre otros beneficios para la salud. su sabor especiado se balancea perfectamente con el dulzor del te oolong para una infusion con sabor y caracter.","te oolong, canela, jengibre, semillas de cacao, achicoria, cardamomo, esencia natural a canela, pimiento y clavo de olor.",85 gramos,https://adagio.cl/products/oolong-chai,oolong chai,5990,digestion,,,,,3,5,100 celsius,5 min
"2,5g/250ml",negro,"imagina la mezcla tipo chai con aromatico te negro de sri lanka con un toque de coco y lemongrass.  los beneficios de esta combinacion son multiples: ayuda a reforzar el sistema inmune, ayuda a nivelar el azucar en la sangre y mejorar la digestion, ademas de ser antioxidante, relajante y desintoxicante. dejate llevar por esta infusion de sabor intenso, levemente picante y especiada, perfectamente balanceada con el dulzor del coco y lo citrico del lemongrass.","te negro, canela, jengibre, coco deshidratado, cardamomo, lemongrass y esencia natural de coco",85 gramos,https://adagio.cl/products/thai-chai,thai chai,5990,digestion,,,,,4,4.5,100 celsius,5 min
"2,5g/250ml",negro,"los beneficios de esta combinacion son multiples: ayuda a reforzar el sistema inmune, ayuda a nivelar el azucar en la sangre y mejorar la digestion, ademas de ser antioxidante y relajante. te negro descafeinado de ceylan, clavo de olor, jengibre, cardamomo, canela y escencia natural de canela.","te negro descafeinado de ceylan, clavo de olor, jengibre, cardamomo, canela y escencia natural de canela.",57 gramos,https://adagio.cl/products/decaf-chai,decaf chai,5990,sin-cafeina,,,,,,,100 celsius,5 min
"2,5g/250ml",verde,"toda una experiencia sensorial, que combina te verde, jazmin y flores en delicadas bolitas que se abren al contacto con el agua. esta combinacion ademas posee propiedades antioxidantes, ayuda a aliviar el estres y favorece la quema de grasas. el sabor a jazmin combinado con el te verde, ofrecen una mezcla delicada, intensa y aromatica.","te verde , jazmin y flores.",85 gramos,https://adagio.cl/products/jasmine-bloom,jasmine bloom,Agotado,relajante,,,,,4,4,80 celsius,5-7 min
"2,5g/250ml",verde,"el suave te verde combinado con la frescura del jazmin, nos permiten ofrecer un blend rico en antioxidantes, relajante y que ayuda a quemar grasas. aromatico y de sabor sutil pero inconfundible, las notas de jazmin combinan a la perfeccion con la sutileza del te verde.","te verde chino aromatizado con flores de jazmin. este es un te verde de alto grado, con alto contenido en brotes.",85 gramos,https://adagio.cl/products/verde-jazmin,verde jazmin,5990,antioxidante,relajante,,,,1,5,80 celsius,2-3 min
"2,5g/250ml",negro,"combinamos el te negro proveniente de sri lanka con las especias y sabores del clasico chai y un toque de chocolate para crear un delicioso blend de propiedades digestivas y muy energizante. de sabor inconfundible, este chai con notas chocolatosas, queda increible si se toma con un poco de leche caliente.","te negro, canela, jengibre, cacao, sabor natural de canela y esencia natural de chocolate.",85 gramos,https://adagio.cl/products/chocolate-chai,chocolate chai,5990,energizante,,,,,7,4.4,100 celsius,3-5 min
"2,5g/250ml",negro,"los beneficios de esta combinacion son multiples: ayuda a reforzar el sistema inmune, ayuda a nivelar el azucar en la sangre y mejorar la digestion, ademas de ser antioxidante y relajante. nuestra mezcla del te masala chai combina el aromatico te negro de sri lanka. en la cultura india, 'masala' significa mezcla de especias y 'chai' es simplemente te. por eso, masala chai literalmente significa te con especias. nuestra interpretacion trata de atenerse a la definicion original, con una fragancia calida y sugerente, un sabor estimulante, no muy picante. ni especiado, y un final en boca vigoroso y aromatico.","te negro, cardamomo, jengibre, clavo de olor, canela y esencia natural de canela.",85 gramos,https://adagio.cl/products/masala-chai,masala chai,5990,antioxidante,digestion,relajante,,,41,4.8,100 celsius,5 min
"2,5g/250ml",verde,"el te gyokuro, es un te verde puro cultivado bajo la sombra y considerado uno de los mejores tes de japon. concentra todos los beneficios del te verde puro, siendo rico en antioxidantes naturales, ayudando a disminuir el colesterol ldl y aportando energia, mejorando la capacidad de concentracion. mientras las tiernas hojas se desarrollan, las plantas de gyokuro son mantenidas bajo la sombra. esto permite que las hojas tarden mas tiempo en desarrollar complejidad y sabor, concentrando ademas una mayor cantidad de clorofila, lo que explica su color verde intenso. tambien tiene una mayor cantidad de aminoacidos, especialmente la l-teanina, responsable de conferirle un sabor perfectamente homogeneo, intenso y suave. su aroma es profundo y en el paladar es de textura suave y delicada. una variedad ideal para amantes del te.",fino te verde japones cosechado en sombra.,85 gramos,https://adagio.cl/products/gyokuro,gyokuro,15990,antioxidante,energizante,,,,7,4,70 celsius,1-2 min
"2,5g/250ml",verde,"te traemos una nueva forma de disfrutar el sabor de este delicioso postre y mejorar tu dia, con una mezcla perfecta de te verde, frutas y aroma a limon y sabor natural a crema (apto para veganos). antioxidante, refrescante, energizante y relajante. *exlusivo online","te verde, trozos de manzana, naranja, flor de calendula y sabor natural a crema, limon y vainilla.",70 gramos,https://adagio.cl/products/lemon-pie,lemon pie,5990,antioxidante,digestion,,,,1,4,80 celsius,2-3 min
"2,5g/250ml",verde,"esta combinacion es ideal para la recuperacion del cuerpo, ya que posee propiedades antiinflamatorias gracias a la menta, el jengibre y la calendula. ademas es un activador del metabolismo, ayuda regular el sistema digestivo y a retener minerales como el potasio y el calcio. se recomienda su consumo durante la manana. contraindicaciones: no apto para embarazadas.","ingredientes: te verde, menta piperita, jengibre, cardamomo, hinojo, calendula, pimienta y clavos de olor.",57 gramos,https://adagio.cl/products/rise-and-shine,recovery (rise and shine),5990,antioxidante,digestion,,,,1,5,100 celsius,5 min
"2,5g/250ml",verde,"fanatico del te verde y las especias? entonces el te verde chai es para ti.  los beneficios de este blend,  son multiples: ayuda a reforzar el sistema inmune, ayuda a nivelar el azucar en la sangre y mejorar la digestion, ademas de ser antioxidante y relajante. su sabor es ligero, mas suave que otras combinaciones 'chai', de aroma especiado y ligeramente picante.","te verde, canela, naranja, jengibre, cardamomo, clavo de olor y sabor a especias",85 gramos,https://adagio.cl/products/verde-chai,verde chai,5990,energizante,,,,,5,4.8,80 celsius,2-3 min
"2,5g/250ml",rojo,"una combinacion de te pu erh con las notas especiadas del 'chai', rica en antioxidantes, que ayuda a nivelar el azucar en la sangre, reducir el estres y acelerar el metabolismo, entre otros beneficios. de sabor dulce, calido y ligeramente especiado, esta combinacion es deliciosa e ideal para una tarde fria.","te rojo pu erh, canela, naranja, jengibre, anis y cardamomo.",85 gramos,https://adagio.cl/products/pu-erh-chai,pu erh chai,5990,digestion,,,,,8,5,100 celsius,5 min
"2,5g/250ml",verde,"este te proveniente de hangzhou en la provincia de zhejiang, china, es rico en antioxidantes, posee propiedades diureticas y ayuda a mejorar la concentracion e incrementar los niveles de energia. se trata de uno de los tes verdes mas famosos de china y presenta una forma muy particular ya que en el proceso de tostado, sus hojas son delicadamente aplastadas. es un proceso que se mantiene hace siglos por los maestros de te y le otorga un aroma tostado muy agradable y un sabor levemente dulce.","fino te verde puro proveniente de la provincia de zheijiang, china",85 gramos,https://adagio.cl/products/dragonwell,dragonwell,12990,antioxidante,energizante,,,,5,4.4,80 celsius,2 min
"2,5g/250ml",verde,"fanatico del te verde y las especias? entonces el te verde chai es para ti.  los beneficios de este blend,  son multiples: ayuda a reforzar el sistema inmune, ayuda a nivelar el azucar en la sangre y mejorar la digestion, ademas de ser antioxidante y relajante. su sabor es ligero, mas suave que otras combinaciones 'chai', de aroma especiado y ligeramente picante.","te verde, canela, naranja, jengibre, cardamomo, clavo de olor y sabor a especias",85 gramos,https://adagio.cl/products/verde-chai,verde chai,5990,energizante,,,,,5,4.8,80 celsius,2-3 min
"2,5g/250ml",verde,"estas pequenas perlas enrrolladas a mano, provienen de la provincia de fujian, china. entre sus propiedades destaca su alto contenido de antioxidantes y ademas que ayuda a reducir el estres y a quemar grasas. cuando se les agrega agua, estas perlas se abren y despliegan un delicado aroma y sabor. las notas dulces y aromaticas del jazmin, se mezclan con el sabor clasico del te verde para un blend que logra el equilibrio perfecto entre aroma y sabor.","te verde con jazmin, proveniente de fujian, china.",85 gramos,https://adagio.cl/products/jasmine-pearls,jasmine pearls,12990,antioxidante,relajante,,,,7,4.4,90 celsius,3-5 min
"2,5g/250ml",verde,"esta mezcla de te verde sencha de origen japones, con arroz inflado tostado, es una combinacion clasica del pais asiatico. es naturalmente bajo en teina, y posee propiedades antioxidantes, diureticas y energizantes. antiguamente esta mezcla era consumida por los sectores mas pobres, ya que el arroz inflado servia para aumentar el volumen del te. se caracteriza por tener un sabor suave, herbal y fresco, levemente tostado gracias al arroz.","te verde japones, mezclado con arroz tostado e inflado.",85 gramos,https://adagio.cl/products/genmai-cha,genmai cha,5990,antioxidante,digestion,energizante,,,3,3.7,80 celsius,2 min
"2,5g/250ml",verde,"este te verde, combinado con las notas citricas y la bergamota, caracteristicas del earl grey, es rico en antioxidantes, ayuda a mejorar la digestion y es revitalizante. de sabor y aroma fresco, con un equilibrio perfecto entre lo acido, lo dulce y lo astringente del te verde.","te verde, cascara de naranja, flor de calendula y esencia natural de bergamota",85 gramos,https://adagio.cl/products/verde-earl-grey,verde earl grey,5990,antioxidante,digestion,,,,3,5,80 celsius,2-3 min
"2,5g/250ml",verde,"el te sencha overture es un te verde al que se le aplica vapor, que viene de la provincia de shizouka en japon y que se cosecha solamente al inicio del verano. rico en antioxidantes y con propiedades digestivas y desintoxicantes, este tipo de te verde posee un aroma simple y muy refrescante, al igual que su sabor. una variedad imperdible para los amantes del te verde.","te verde puro proveniente de shizouka, japon.",85 gramos,https://adagio.cl/products/sencha-overture,sencha overture,8990,antioxidante,energizante,,,,7,4.4,70 celsius,1-2 min
"2,5g/250ml",verde,"el gunpowder es un te que proviene de la provincia de zhejiang, china y posee todas las propiedades clasicas del te verde, siendo un excelente antioxidante, diuretico y desintoxicante natural. las hojas de este te, son delicadamente enrrolladas como bolitas, siguiendo la tradicion que le da su nombre. es de sabor audaz y tiene un leve dejo ahumado.","te verde puro proveniente de zhejiang, china.",85 gramos,https://adagio.cl/products/gunpowder,gunpowder,5990,antioxidante,,,,,5,4.8,80 celsius,2 min
"2,5g/250ml",verde,"la mezcla de te verde con manzana, damasco y flor de calendula no solo es una bomba natural de antioxidantes sino que ademas ayuda a mejorar la digestion y es un excelente depurativo natural. una combinacion calida y con un delicioso aroma frutal que se mezcla a la perfeccion con el sabor fresco del te verde.","te verde, manzana, esencia natural de damasco, damascos y flor de calendula.",85 gramos,https://adagio.cl/products/verde-damasco,verde damasco,5990,antioxidante,digestion,,,,3,4.7,80 celsius,2-3 min
"2,5g/250ml",verde,"uno de nuestros tes mas populares! una mezcla rica en antioxidantes, diuretica, depurativa y que ayuda a reducir el estres. un balance perfecto entre lo acido y lo dulce de las frambuesas, con el toque fresco del te verde. una combinacion aromatica y sabrosa.","te verde, frambuesas, petalos de rosas y esencia natural de frambuesa",85 gramos,https://adagio.cl/products/verde-frambuesa,verde frambuesa,5990,antioxidante,digestion,,,,18,4.8,80 celsius,2-3 min
"2,5g/250ml",verde,"una mezcla rica en antioxidantes, que induce al relajo y al bienestar. nuestro te verde con chips de cacao y menta, es dulce, fresco y ligero. una combinacion de sabores clasica que se acompana muy bien del frescor del te verde.","te verde, chips de cacao, esencia natural de chocolate menta y hojas de menta.",85 gramos,https://adagio.cl/products/verde-menta-chip,verde menta chip,5990,antioxidante,relajante,,,,13,4.8,80 celsius,2-3 min
"2,5g/250ml",verde,"una combinacion de te verde de china con flor de calendula, cascara de naranja y sabor natural a limon, es rica en antioxidantes, ayuda a mejorar la digestion y favorecer la eliminacion de grasas, ademas de ser un antibiotico natural. su sabor equilibra lo refrescante, citrico y dulce. es una infusion que se puede disfrutar tanto fria como caliente.","te verde, cascara de naranja, flor de calendula, sabor natural de limon y naranja",85 gramos,https://adagio.cl/products/verde-citrico,verde citrico,5990,antioxidante,digestion,,,,2,5,80 celsius,2-3 min
,,"taza de doble vidrio borosilicato, con exclusivo diseno de lunas y estrellas  doradas en el vaso interior.",preparar te con alguna tetera adagio y echarlo en tu doble vidrio  disfruta!,,https://adagio.cl/products/taza-doble-vidrio-bella-luna-grande-1,taza doble vidrio bella luna grande,Agotado,,,,,,,,,
"2,5g/250ml",verde,"esta especial combinacion de te verde con mango, es alta en antioxidantes, depurativa, diuretica y ayuda a mejorar la digestion. su sabor es dulce y fresco, con toques florales y tropicales. una gran opcion para iced tea.","te verde, trozos de manzana y mango, flor de calendula y esencia natural de mango",85 gramos,https://adagio.cl/products/verde-mango,verde mango,5990,antioxidante,digestion,,,,9,4.9,80 celsius,2-3 min
,,"nueva taza de doble vidrio borosilicato 400 ml, con exclusivo diseno de estrellas doradas en el vaso interior.",preparar te con alguna tetera adagio y echarlo en tu doble vidrio  disfruta!,,https://adagio.cl/products/taza-doble-vidrio-estrellas-doradas-grande,taza doble vidrio estrellas doradas grande,Agotado,,,,,,17,4.8,,
"2,5g/250ml",hierba,"exquisita mezcla de naranja, hibisco, rosa mosqueta y sabor natural a naranja. de sabor dulce, y al mismo tiempo picante. buen equilibrio entre la sequedad de la piel de naranja y la jugosidad de la fruta. rica fuente de vitaminas, minerales y antioxidantes.","naranja, hibisco, rosa mosqueta y sabor natural a naranja.",60 gramos,https://adagio.cl/products/ruby-orange,ruby orange,Agotado,antioxidante,sin-cafeina,,,,1,5,100 celsius,5 min
,,una excelente seleccion de nuestros mejores tes. toda la calidad del te en hebra en una practica teabag piramidal.,"caja 10 tbgs verde jazmin, caja 10 tbgs rooibos verde bonita, caja 10 tbgs earl grey bravo.earl grey: te negro y esencia natural de bergamota.rooibos verde bonita: rooibos verde, cascara de naranja, flor de calendula, frutillas, esencia natural de durazno, frutilla y naranja.verde jazmin: te verde chino aromatizado con flores de jazmin. este es un te verde de alto grado, con alto contenido en brotes.",30 teabags,https://adagio.cl/products/pack-adagio-s-flavours,pack adagio's flavours,21990,,,,,,,,,
,,"el mug bhoro ha sido disenado para preparar el te de una manera simple, util y practica. contiene un infusor en su interior de acero inoxidable que permite filtrar todo tipo de tes y hierbas, ademas de una tapa de silicona para mantener su temperatura, que sirve tambien de posavaso para el infusor. capacidad: 470 ml.","echar el te en el infusor de acero inoxidable, ponerlo en la taza, echar agua a la temperatura recomendada, dejar infusionar segun el tiempo indicado y a disfrutar. una vez utilizado el infursor, puedes dejarlo reposar sobre la tapa de silicona.",lila,https://adagio.cl/products/mug-bhoro-lila-print,mug bhoro lila lunas,16990,,,,,,1,5,,
"2,5g/250ml",blanco,"toma un sorbo en una taza con nuestra albahaca fresa blanca! refrescantemente ligera y dulce, esta infusion seguramente hara sentir un cosquilleo en sus papilas gustativas. los sabores brillantes de la fresa se mezclan con la redondez de la albahaca para hacer una combinacion perfecta preparada tanto caliente como helada.","te blanco, hibisco, hierba de limon, albahaca, escaramujo, hojas de frambuesa, sabor a fresa natural y fresas",43 gramos,https://adagio.cl/products/blanco-frutilla-albahaca,blanco frutilla albahaca,Agotado,antioxidante,digestion,,,,2,5,80 celsius,3-5 min
"2,5g/250ml",oolong,"nuestro blackberry sage oolong es una mezcla encantadora inspirada en los sabores del bosque. con sus sabores audaces y terrosos de bayas y hierbas, es un te de base con un caracter complejo.","te oolong, salvia, hojas de frambuesa, sabor natural a mora y frambuesas.",57 gramos,https://adagio.cl/products/oolong-mora,oolong salvia mora,5990,digestion,,,,,1,2,100 celsius,3-5 min
"2,5g/250ml",hierba,"satisface tu sabrosa sensibilidad con un toque de oro. nuestro golden turmeric chai presenta curcuma terrosa con el calido picante del jengibre, y esta suavemente endulzado con una mezcla de canela, clavo y un toque de hinojo. termina con una ligera patada fogosa de pimienta negra.  la porcion sugerida es una cucharadita por taza de agua o leche de preferencia para un latte de leche dorada!","curcuma, jengibre, clavo, canela, hinojo, pimienta negra y sabor natural a canela picante.",85 gramos,https://adagio.cl/products/golden-turmeric-chai,golden turmeric chai,Agotado,antioxidante,digestion,sin-cafeina,,,1,5,100 celsius,5-10 min
,,"nuestro pack tea essentials sera la mejor manera de dar tus primeros pasos en el mundo del te, o el mejor regalo que haras a tus seres queridos.","un infusor de acero inoxidable turquesa.una cuchara, medida perfecta dorada turquesa.earl grey bravo (22grs):   te negro con cascara de naranja, esencia natural de bergamota y aciano azul.rooibos verde bonita (22grs): trooibos verde, cascara de naranja, flor de calendula, frutillas, esencia natural de durazno, frutilla y naranja.",azul,https://adagio.cl/products/tea-essentials-azul,pack tea essentials azul,21990,,,,,,,,,
,,"nuestro pack tea essentials sera la mejor manera de dar tus primeros pasos en el mundo del te, o el mejor regalo que haras a tus seres queridos.","un infusor de acero inoxidable turquesa.una cuchara, medida perfecta dorada turquesa.verde frambuesa (20grs):   te verde con frambuesa, petalos de rosa y esencia natural de frambuesa.masala chai (28grs): te negro con cardamomo, jengibre, clavo de olor, canela y esencia natural de canela.",celeste,https://adagio.cl/products/pack-tea-essentials-celeste,pack tea essentials celeste,21990,,,,,,,,,
,,"almacena el te de forma conveniente y segura en nuestros tarros metalicos. su pestillo facil de ajustar asegura un sello hermetico y meses de frescura para el producto, mientras que la cubierta transparente, que bloquea los rayos uv.capacidad: 4oz.",elige tu te favorito y guardalo en tu tarro metalico de color. estaras almacenandolo de forma segura.,nubes turquesa,https://adagio.cl/products/tarro-chico-diseno-nubes-turquesa,tarro chico diseno nubes turquesa,Agotado,,,,,,,,,
,,"almacena el te de forma conveniente y segura en nuestros tarros metalicos. su pestillo facil de ajustar asegura un sello hermetico y meses de frescura para el producto, mientras que la cubierta transparente, que bloquea los rayos uv.capacidad: 4oz.",elige tu te favorito y guardalo en tu tarro metalico de color. estaras almacenandolo de forma segura.,hojas naranjo,https://adagio.cl/products/tarro-chico-diseno-hojas-naranjo,tarro chico diseno hojas naranjo,2490,,,,,,,,,
,,"el mug bhoro ha sido disenado para preparar el te de una manera simple, util y practica. contiene un infusor en su interior de acero inoxidable que permite filtrar todo tipo de tes y hierbas, ademas de una tapa de silicona para mantener su temperatura, que sirve tambien de posavaso para el infusor. capacidad: 470 ml.","echar el te en el infusor de acero inoxidable, ponerlo en la taza, echar agua a la temperatura recomendada, dejar infusionar segun el tiempo indicado y a disfrutar. una vez utilizado el infusor, puedes dejarlo reposar sobre la tapa de silicona.",iridescent lila,https://adagio.cl/products/mug-bhoro-iridescent-lila,mug bhoro iridescent lila,Agotado,,,,,,1,5,,
,,"infusor de acero inoxidable con tapa de silicona. este accesorio es indispensable para la preparacion del te en hebra, permitiendo una correcta infusion brindando el espacio necesario para que las hojas de te liberen todas sus propiedades.perfecto para usar en el hogar u oficina. apto para lavavajillas. fabricado en china. diametro: 6 cm.","poner el infusor bhoro en una taza, echar la cantidad de te indicada segun la variedad, agregar agua a la temperatura que indica cada variedad, luego tapar con la tapa de silicona y dejar infusionar el tiempo recomendado. una vez terminado, se debe destapar y sacar el infusor para ponerlo sobre la tapa.",fucsia,https://adagio.cl/products/infusor-bhoro-fucsia,infusor bhoro fucsia,7990,,,,,,,,,
,,"almacena el te de forma conveniente y segura en nuestros tarros metalicos. su pestillo facil de ajustar asegura un sello hermetico y meses de frescura para el producto, mientras que la cubierta transparente, que bloquea los rayos uv. capacidad: 8oz",elige tu te favorito y guardalo en tu tarro metalico de color. estaras almacenandolo de forma segura.,,https://adagio.cl/products/tarro-grande-diseno-hojas,tarro grande diseno hojas,2990,,,,,,,,,
,,"almacena el te de forma conveniente y segura en nuestros tarros metalicos. su pestillo facil de ajustar asegura un sello hermetico y meses de frescura para el producto, mientras que la cubierta transparente, que bloquea los rayos uv. capacidad: 8oz",elige tu te favorito y guardalo en tu tarro metalico de color. estaras almacenandolo de forma segura.,,https://adagio.cl/products/tarro-grande-diseno-geometrico,tarro grande diseno geometrico,2990,,,,,,,,,
,,nuestros filtros de papel son perfectos para preparar una taza de te de manera facil y practica. permite brindarle a las hebras el espacio suficiente para liberar todas las propiedades del te. fabricadas en alemania con madera de sabor neutral y fibras de canamo. los filtros se blanquean con oxigeno (sin cloro) para asegurar que no traspasen un sabor o aroma no deseado a su te. cada caja contiene 20 filtros de papel.,"poner la hebra de te dentro del filtro de papel, segun la cantidad recomendada; cerrarla. luego ponerlo en la taza y dejar infusionar a la temperatura y tiempo indicado segun lo que indique cada te.",,https://adagio.cl/products/filtros-de-papel-iridescent-mediano,filtros de papel iridescent mediano,1990,,,,,,,,,
,,"el mug bhoro ha sido disenado para preparar el te de una manera simple, util y practica. contiene un infusor en su interior de acero inoxidable que permite filtrar todo tipo de tes y hierbas, ademas de una tapa de silicona para mantener su temperatura, que sirve tambien de posavaso para el infusor. capacidad: 470 ml.","echar el te en el infusor de acero inoxidable, ponerlo en la taza, echar agua a la temperatura recomendada, dejar infusionar segun el tiempo indicado y a disfrutar. una vez utilizado el infusor, puedes dejarlo reposar sobre la tapa de silicona.",estrella fucsia,https://adagio.cl/products/mug-bhoro-estrellas-fucsia,mug bhoro estrellas fucsia,16990,,,,,,,,,
,,nuestros filtros de papel son perfectos para preparar una taza de te de manera facil y practica. permite brindarle a las hebras el espacio suficiente para liberar todas las propiedades del te. fabricadas en alemania con madera de sabor neutral y fibras de canamo. los filtros se blanquean con oxigeno (sin cloro) para asegurar que no traspasen un sabor o aroma no deseado a su te. cada caja contiene 50 filtros de papel.,"poner la hebra de te dentro del filtro de papel, segun la cantidad recomendada; cerrarla. luego ponerlo en la taza y dejar infusionar a la temperatura y tiempo indicado segun lo que indique cada te.",,https://adagio.cl/products/filtros-de-papel-turquesa,filtros de papel turquesa,3490,,,,,,,,,
,,nuestros filtros de papel son perfectos para preparar una taza de te de manera facil y practica. permite brindarle a las hebras el espacio suficiente para liberar todas las propiedades del te. fabricadas en alemania con madera de sabor neutral y fibras de canamo. los filtros se blanquean con oxigeno (sin cloro) para asegurar que no traspasen un sabor o aroma no deseado a su te. cada caja contiene 50 filtros de papel.,"poner la hebra de te dentro del filtro de papel, segun la cantidad recomendada; cerrarla. luego ponerlo en la taza y dejar infusionar a la temperatura y tiempo indicado segun lo que indique cada te.",,https://adagio.cl/products/filtros-de-papel-iridescent,filtros de papel iridescent,3490,,,,,,,,,
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",menta,https://adagio.cl/products/ingneuitea-transparente-menta,ingenuitea transparente menta,19990,,,,,,4,4.5,,
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",full color lila,https://adagio.cl/products/ingneuitea-full-color-lila,ingenuitea full color lila,21990,,,,,,,,,
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",lila,https://adagio.cl/products/ingneuitea-transparente-lila,ingenuitea transparente lila,19990,,,,,,2,5,,
